# Results of java.text.BreakIterator.getLineInstance(Locale.ROOT) of OpenJDK 25.0.4.
# Each line: the text, with \uXXXX escapes for UTF-16 code units, a tab, and the
# boundaries that first() and next() return, as offsets in UTF-16 code units.
# The lines are prose samples, hand-written cases, every text of up to three
# characters over one character of each category, and generated texts.
The\u0020quick\u0020brown\u0020fox\u0020jumps\u0020over\u0020the\u0020lazy\u0020dog.	0 4 10 16 20 26 31 35 40 44
a\u0009\u0009b	0 2 3 4
a\u0085\u0020b	0 3 4
a\u0020\u0085b	0 3 4
a\u2028\u0020b	0 2 3 4
a\u2029b	0 2 3
\u000a	0 1
\u000aa	0 1 2
a\u000d	0 2
a\u000d\u000d\u000ab	0 2 4 5
a\u0003b	0 2 3
a.\u000ab	0 3 4
a-\u000ab	0 3 4
a-\u0020b	0 3 4
a-\u00a0b	0 4
a\u00a0-b	0 3 4
a\u00a0\u000ab	0 3 4
a\u000a\u00a0b	0 2 4
\u4e2d\u00a0\u6587	0 3
\u4e2d\u0020\u6587	0 2 3
\u4e2d-\u6587	0 2 3
\u4e2d\u4e2d\u3001\u3002\u6587	0 1 4 5
(\u4e2d)	0 3
\u4e2d(\u6587	0 1 3
$\u4e2d	0 2
a$b	0 3
a$1	0 3
$a	0 2
\u00a31.50	0 5
1\u00a2\u0020a	0 3 4
\u20ac5	0 2
5\u20ac	0 1 2
5\u20ac\u0020a	0 1 3 4
-1	0 2
--1	0 3
(-1)	0 4
-$1	0 3
$-1	0 3
1.	0 2
1.5.	0 4
1..5	0 3 4
1,,5	0 3 4
1.,5	0 3 4
.5	0 1 2
a.5	0 2 3
a\u0020.5	0 2 3 4
x-.5	0 2 3 4
1\u00bd	0 2
\u0661\u0662	0 2
1a	0 2
a1	0 2
a1.5	0 3 4
1.5a	0 3 4
1.5a.5	0 3 5 6
a)b	0 2 3
a)\u0020b	0 3 4
a).b	0 3 4
a.)b	0 3 4
a!?\u0020b	0 4 5
a-.b	0 2 3 4
a.-b	0 2 3 4
a-)b	0 2 3 4
a)-b	0 2 3 4
a-\u0020-b	0 3 4 5
\u0964a	0 1 2
a\u0964b	0 1 2 3
a\u0020\u0964\u0020b	0 2 3 4 5
a\u0964\u0020b	0 1 2 3 4
a\u0020\u0964b	0 2 3 4
a\u0964\u0964b	0 1 2 3 4
a\u00a0\u0964b	0 2 3 4
\u00ab\u0020a\u0020\u00bb	0 2 4 5
\u00aba\u00bb\u0020b	0 4 5
\u201ca\u201d\u0020b	0 4 5
a\u201cb	0 1 3
a\u2019b	0 2 3
a\u2018b	0 1 3
a\u0301	0 2
\u0301a	0 2
a\u0020\u0301b	0 3 4
a\u0301\u0020b	0 3 4
a-\u0301b	0 3 4
a\u00ad\u0301b	0 3 4
\u4e2d\u0301\u6587	0 2 3
1\u0301,5	0 3 4
a\u00a0\u0301b	0 4
a\u000a\u0301b	0 2 4
a\u000d\u0301\u000ab	0 2 4 5
a\u00a0\u00a0b	0 4
a\u00a0	0 2
a\u00a0\u0020	0 3
a\u0020\u00a0\u0020b	0 5
a\u00a0\u00a0\u0020\u00a0b	0 6
\u00a0	0 1
\u00a0\u00a0	0 2
a\u00a0\u4e2d	0 3
\u3041	0 1
\u4e2d\u3041	0 2
a\u3041	0 2
\u30fc\u30fc	0 2
\u30a2\u30fc\u30c8	0 2 3
\uff08\u4e2d\uff09\u6587	0 3 4
\uff01\uff1f	0 2
a\uff0cb	0 2 3
\u4e00\u3005	0 2
\ud840\udc00\ud840\udc01	0 4
\u3400\u3401	0 2
\uf900\uf901	0 1 2
\u3131\u3132	0 2
\u1100\u1161	0 2
\u30fb\u30fb	0 2
\u3099	0 1
\u31f0\u31f1	0 2
\uff66\uff67	0 2
\uff71\uff72	0 2
\u3105\u3106	0 2
\ua000\ua001	0 2
\u309d	0 1
\u4e2d\u309d\u6587	0 2 3
\u30fd	0 1
\u4e2d\u30f5	0 2
1\u4e2d	0 1 2
\u4e2d1	0 1 2
\u4e2d1.5\u6587	0 1 4 5
\u4e2da	0 1 2
a\u2026b	0 3
a\u2026\u0020b	0 3 4
\u2026a	0 2
a\u2025b	0 3
a\u00b7b	0 3
a\u2010b	0 2 3
a\u2012b	0 2 3
a\u2212b	0 3
a\u2212\u00201	0 3 4
\u22121	0 2
a\u00b0b	0 2 3
20\u00b0C	0 3 4
\u00b11	0 2
+1	0 2
a\u0020+1	0 2 4
#1	0 2
\u00a71	0 2
No.1	0 3 4
a\u2116\u00201	0 3 4
a.$	0 3
a.$b	0 4
a.'b	0 4
a.'	0 3
a)'b	0 4
a)$1	0 4
1.$1	0 4
1.$	0 3
1,$	0 3
1$2	0 3
1.$2	0 4
1.5$	0 4
a$	0 2
$	0 1
$$	0 2
''	0 2
$'	0 2
$\u0020a	0 2 3
a$\u0020b	0 3 4
a\u0020$b	0 2 4
a.b$	0 2 4
a-$	0 3
a-$1	0 4
a-'b	0 4
a-'	0 3
\u4e2d$	0 2
\u4e2d$\u4e2d	0 3
\u4e2d'	0 2
\u4e2d'\u4e2d	0 3
'\u4e2d	0 2
$(	0 2
($	0 2
)$	0 2
$)	0 2
a($b	0 1 4
a(b$c	0 1 5
($)	0 3
$.	0 2
$.5	0 2 3
$-	0 2
-$	0 2
$\u00a0a	0 3
(a	0 2
a(	0 1 2
((	0 2
()	0 2
)(	0 1 2
(1	0 2
1(	0 1 2
(.	0 2
.(	0 1 2
(-	0 2
-(	0 1 2
(\u4e2d	0 2
\u4e2d(	0 1 2
\u20ac\u4e2d	0 2
\u20aca	0 2
\u20ac1	0 2
\u20ac-1	0 3
\u20ac.5	0 2 3
\u20ac$1	0 3
$\u20ac1	0 3
(\u20ac1	0 3
\u20ac(1	0 3
(-1	0 3
(--1	0 4
-(1	0 3
a(-1	0 1 4
"a	0 2
""	0 2
"1	0 2
"-1	0 3
"(	0 2
("	0 2
)"	0 2
".	0 2
."	0 2
a."\u0020b	0 4 5
-"	0 1 2
"-	0 2
"\u0020a	0 2 3
a\u0020"	0 2 3
\u4e2d"	0 2
"\u4e2d	0 2
\u4e2d"\u4e2d	0 2 3
1"2	0 2 3
1."2	0 3 4
1".2	0 3 4
a'	0 2
'a	0 2
'\u0020a	0 2 3
a\u0020'	0 2 3
1'2	0 3
1'	0 2
'1	0 2
-'1	0 3
'-1	0 3
('	0 2
')	0 2
'(	0 2
)'	0 2
a\u3099	0 2
a\u3099b	0 2 3
\u4e2d\u3099\u4e2d	0 2 3
a\u0020\u3099b	0 3 4
1\u3099.5	0 3 4
1.\u30995	0 3 4
a-\u3099b	0 3 4
a\u00a0\u3099b	0 3 4
\u3099\u3099	0 2
a\u3099\u3099b	0 3 4
(\u3099a	0 2 3
a.\u3099b	0 3 4
a.\u3099\u0020b	0 4 5
a\u3099.b	0 3 4
1\u0301.5	0 3 4
1.\u03015	0 3 4
1.5\u0301.5	0 4 5 6
1.5\u0301,5\u0301.2	0 4 5 8 9
12\u0301,5	0 4 5
1\u03012,5	0 4 5
$\u03011	0 3
$\u03011,5	0 4 5
-\u03011	0 2 3
-1\u0301	0 3
(\u0301a	0 3
(\u0301(a	0 2 4
a\u0301(b	0 2 4
a)\u0301)b	0 3 4 5
a-\u0301-b	0 3 4 5
a\u0020\u0301\u0020b	0 3 4 5
a\u00a0\u0301\u00a0b	0 5
\u4e2d\u0301)	0 2 3
a.\u0301b	0 3 4
a.\u0301.b	0 3 4 5
\u0301	0 1
\u0301\u0301	0 2
\u0301\u0020a	0 2 3
\u0301\u4e2d\u4e2d	0 1 2 3
\u0301(a	0 1 3
\u0301-1	0 2 3
\u03011,5	0 3 4
a\u0301b,c	0 4 5
a\u000d\u0301	0 2 3
a\u000d\u0301b	0 2 4
a\u0020\u000d\u0301\u000a	0 3 5
\u000d\u0301\u000a	0 1 3
a\u0301\u000d\u000a	0 4
a$\u0301b	0 4
a\u0301$b	0 4
\u0964\u0301a	0 1 3
a\u0301\u0964	0 2 3
1\u200d,5	0 4
1\u00ad,5	0 2 3 4
a\u00ad\u00adb	0 3 4
1\u2060,5	0 4
1,\u20605	0 4
a\u0020\u0301\u000ab	0 4 5
a\u0020\u0301\u00a0b	0 3 5
a\u0020\u0301$b	0 3 5
\u4e2d\u0301\u00a0\u4e2d	0 2 4
\u4e2d\u0301\u0301\u4e2d	0 3 4
\u4e2d\u0301\u0020\u4e2d	0 2 3 4
\u4e2d\u0301-\u4e2d	0 2 3 4
\u4e2d\u0301$\u4e2d	0 2 4
a)\u0301\u000d\u000ab	0 5 6
a)\u0301\u0020b	0 3 4 5
a)\u0301\u0301\u0020b	0 4 5 6
a-\u0301\u0020b	0 3 4 5
a-\u0301\u00a0b	0 3 5
1.5\u0301\u0020b	0 4 5 6
1.5\u0301\u00a0b	0 4 6
1.5\u0301$b	0 4 6
1.5\u0301)b	0 4 5 6
1.5\u0301-b	0 4 5 6
1\u0301)b	0 3 4
a\u0301)b	0 3 4
a\u00a0\u0301)b	0 4 5
a\u00a0\u0020\u0301b	0 5
(\u0301)	0 3
(\u03011.5	0 4 5
(1\u0301.5	0 4 5
-\u0301-	0 2 3
$\u0301$	0 3
$\u0301)	0 3
$\u0301\u0020a	0 3 4
a\u200d\u0020b	0 3 4
a\u0020\u200d\u0020b	0 4 5
a)\u200d)b	0 4 5
\u4e2d\u200d\u4e2d	0 2 3
\u200da	0 2
a\u200d	0 2
a\u000d\u200d\u000ab	0 4 5
a\u000a\u200db	0 3 4
\u200d	0 1
\u200d\u200d	0 2
a\u00a0\u200d\u0020b	0 5
\u0964\u200da	0 1 3
\u00bb\u30a0\u0661	0 1 3
\u00bb-1	0 1 3
)-1	0 1 3
a)-1	0 2 4
)-	0 1 2
)-a	0 1 2 3
!-1	0 1 3
.-1	0 1 3
a.-1	0 2 4
1.-1	0 2 4
1-1	0 2 3
)--1	0 1 4
)-(1	0 1 4
)(1	0 1 3
)$1	0 3
\u00a0)-1	0 2 4
\u00a0'\ufeff\u2007\u000b	0 2 5
\u00a0'\u00a0	0 2 3
'\u00a0	0 2
a'\u00a0b	0 4
a$\u00a0b	0 4
\u2011\u0020\u0085]	0 3 4
\u00a0\u0020]	0 3
\u00a0\u0020)	0 3
\u00a0\u0020a	0 3
\u00a0\u0020.	0 3
\u00a0\u0020-	0 3
\u00a0\u0020\u0301	0 3
\u4e2d\u0436\ufeff\u3000\u000b,\uf900	0 1 5 6 7
a\u00a0\u0020,b	0 4 5
a\u00a0\u0020\u000b,b	0 4 5 6
a\u00a0\u0020\u0020b	0 4 5
a\u00a0\u0020\u00a0\u0020b	0 6
"\u3400\u2060@$\u30a0\u00bd/	0 7 8
$-\u00bd	0 3
$-a	0 2 3
a$-a	0 3 4
a$-	0 3
\u0009;[\u20142_	0 1 2 5 6
[-2_	0 3 4
(-2a	0 3 4
-2a	0 2 3
2a	0 2
(2a	0 3
$2a	0 3
\u2010\u00bd\ud840\udc00	0 2 4
-\u00bda	0 2 3
-1a,b	0 2 4 5
(1a,b	0 4 5
\u20ac\u3000\u3099\u20132	0 3 5
\u0020\u3099-2	0 2 4
\u0020\u0301-2	0 2 4
\u00a0'a	0 3
\u00a0'a\u00a0b	0 5
\u00a0''\u00a0	0 4
a\u00a0'\u00a0b	0 3 5
a'\u00a0'\u00a0b	0 4 6
'\u00a0'\u00a0'	0 3 5
a\u00a0b'\u00a0c	0 6
a\u00a0b'c\u00a0d	0 7
a\u00a0'b\u00a0c	0 6
\u00a0'b\u00a0c	0 5
\u00a0'\u00a0c	0 2 4
\u00a0a'\u00a0c	0 5
\u00a0.'\u00a0c	0 5
\u00a0.\u00a0c	0 4
\u00a0\u00a0c	0 3
\u00a0\u0020\u00a0c	0 4
\u00a0\u0020\u0020\u00a0c	0 5
a\u00a0\u0020\u00a0c	0 5
a\u00a0\u0020\u0020\u00a0c	0 6
a\u0020\u0020\u00a0c	0 5
\u00a0'	0 2
\u00a0'\u0020a	0 3 4
\u00a0'.	0 3
\u00a0'-	0 3
\u00a0'(a	0 4
\u00a0'\u4e2d	0 3
\u00a0\u0020'a	0 4
a\u00a0\u0020'a	0 5
a\u00a0\u0020(a	0 5
a\u00a0\u0020-1	0 5
a\u00a0\u0020\u4e2d\u4e2d	0 4 5
a\u00a0\u0020\u000ab	0 4 5
a\u00a0\u0020\u200db	0 5
a\u00a0\u0020"b	0 5
\u00a0(\u00a0c	0 4
(\u00a0c	0 3
((\u00a0c	0 4
\u00a0((\u00a0c	0 5
a\u00a0(\u00a0c	0 5
\u00a0)\u00a0c	0 4
\u00a0-\u00a0c	0 4
\u00a0"\u00a0c	0 4
"\u00a0c	0 3
\u00a0$\u00a0c	0 2 4
\u00a0$'\u00a0c	0 5
\u00a0$(\u00a0c	0 5
\u00a0($\u00a0c	0 3 5
\u00a0)$\u00a0c	0 5
\u00a0$)\u00a0c	0 5
\u00a0$\u0020\u00a0c	0 3 5
\u00a0$\u0020c	0 3 4
\u00a0$\u000ac	0 3 4
\u00a0$\u0301\u00a0c	0 5
\u00a0(\u0301\u00a0c	0 5
\u00a0(\u0020\u00a0c	0 5
(\u0020\u00a0c	0 4
$\u0020\u00a0c	0 4
a$\u0020\u00a0c	0 5
\u00a0\u00a0$\u00a0c	0 3 5
\u00a0\u0020$\u00a0c	0 3 5
\u00a0\u4e2d$\u00a0c	0 5
\u00a0\u4e2d$	0 3
\u00a0$\u4e2d\u00a0	0 4
a()	0 3
a(1	0 1 3
a(1)	0 1 4
a(a)	0 1 4
a(.	0 1 3
a(,	0 1 3
a(!	0 1 3
a("	0 1 3
a('	0 1 3
a($	0 1 3
a((	0 1 3
a(()	0 1 4
a(()))	0 1 6
a([)]	0 1 5
a(\u0301)	0 1 4
a(\u200d)	0 4
a(\u3099	0 1 3
a(\u3041	0 1 3
a(\u00a0	0 1 3
a(\u0020	0 1 3
a(\u000a	0 1 3
a(-	0 1 3
a(-)	0 1 3 4
a-(	0 2 3
a-()	0 4
a-()b	0 4 5
a-().	0 5
a\u0020()	0 4
a\u0020().\u0020b	0 5 6 7
\u0020()	0 3
().	0 3
()a	0 2 3
(()	0 3
\u4e2d()	0 3
\u4e2d(\u4e2d)	0 1 4
1()	0 3
1.5()	0 5
a.()	0 4
a.().	0 5
a$()	0 4
a$(	0 3
a\u00a0()	0 4
a\u20ac)	0 1 3
a\u20ac1	0 1 3
a\u201c\u201d	0 1 3
a"\u201d	0 3
a")	0 3
a")b	0 3 4
a"(	0 2 3
a"()	0 4
'--,_-	0 4 6
'--	0 3
'--,	0 4
'-,	0 2 3
a'--,	0 4 5
a--,	0 3 4
--,	0 2 3
-,	0 1 2
$-,	0 2 3
$-.b	0 2 3 4
$-1.	0 4
:'$\u00a0\u3041	0 3 5
'$\u00a0a	0 4
'$\u00a0	0 3
a'$\u00a0b	0 3 5
$$\u00a0	0 3
$$$\u00a0	0 4
$a$\u00a0	0 4
$\u3400'\u00a3$\ufeff\u00ab	0 5 7
'\u00a3$\ufeffa	0 5
($\ufeffa	0 4
\u00a3$\ufeffa	0 4
($\u00a0a	0 4
$(\u00a0a	0 4
_\u3002\u00a0\u00ad'\u2007	0 5 6
\u00a0-'\u00a0	0 3 4
-'\u00a0	0 3
a-'\u00a0	0 4
\u00a0a-'\u00a0	0 5
\u00a0.'\u00a0	0 4
\u00a0-$\u00a0	0 3 4
Z\u00a0\u2013$\u2011"	0 4 6
'-'\u00a0a	0 3 5
-'\u00a0a	0 4
'-\u00a0a	0 4
\u201c$"-\u2010;	0 6
$"-	0 3
$"-a	0 3 4
(a"-	0 3 4
\u2014\u00ab'1\u3001	0 5
-('1	0 4
('1	0 3
(1'1	0 4
$'1	0 3
-$1,5	0 5
Z)!\u201c-[$0	0 3 8
\u201c-[$0	0 5
-[$0	0 4
]\uac00;'\u2212()\u200e	0 1 8
a(]	0 1 3
a[)	0 1 3
a[]	0 1 3
a{}	0 1 3
a\u300c\u300d	0 1 3
a\uff08\uff09	0 1 3
a(\u201d	0 1 3
a(\u00bb	0 1 3
a(\u2019	0 1 3
a\u201c)	0 1 3
a\u00ab)	0 1 3
a\u00ab\u00bb	0 1 3
a(\u3001	0 1 3
a(\u3002	0 1 3
a(\u30fc	0 1 3
a(%	0 1 3
a(:	0 1 3
a\u0020\u0301()	0 5
a)\u0301()	0 5
a()\u0301)	0 4 5
a()\u0301.	0 4 5
a().\u0301	0 5
a()\u3099)	0 5
a()()	0 3 5
a()\u0020()	0 3 6
foo()\u0020bar	0 5 6 9
foo();\u0020bar	0 6 7 10
foo(x)\u0020bar	0 3 7 10
foo[]\u0020bar	0 3 6 9
a'()	0 4
\u00a0()a	0 3 4
a\u00a0()a	0 4 5
a\u00a0b()a	0 5 6
a\u00a0b()\u0020a	0 5 6 7
a	0 1
aa	0 2
aaa	0 3
aa1	0 3
aa\u0020	0 3
aa\u000a	0 3
aa\u000d	0 3
aa\u00a0	0 3
aa\u200d	0 3
aa-	0 3
aa(	0 2 3
aa)	0 3
aa.	0 3
aa"	0 3
aa$	0 3
aa\u4e2d	0 2 3
aa\u0301	0 3
aa\u3099	0 3
aa\u0964	0 2 3
a1a	0 3
a11	0 3
a1\u0020	0 3
a1\u000a	0 3
a1\u000d	0 3
a1\u00a0	0 3
a1\u200d	0 3
a1-	0 3
a1(	0 2 3
a1)	0 3
a1.	0 3
a1"	0 3
a1$	0 3
a1\u4e2d	0 2 3
a1\u0301	0 3
a1\u3099	0 3
a1\u0964	0 2 3
a\u0020	0 2
a\u0020a	0 2 3
a\u00201	0 2 3
a\u0020\u0020	0 3
a\u0020\u000a	0 3
a\u0020\u000d	0 3
a\u0020\u00a0	0 3
a\u0020\u200d	0 3
a\u0020-	0 2 3
a\u0020(	0 2 3
a\u0020)	0 2 3
a\u0020.	0 2 3
a\u0020$	0 2 3
a\u0020\u4e2d	0 2 3
a\u0020\u0301	0 3
a\u0020\u3099	0 3
a\u0020\u0964	0 2 3
a\u000a	0 2
a\u000aa	0 2 3
a\u000a1	0 2 3
a\u000a\u0020	0 2 3
a\u000a\u000a	0 2 3
a\u000a\u000d	0 2 3
a\u000a\u00a0	0 2 3
a\u000a\u200d	0 3
a\u000a-	0 2 3
a\u000a(	0 2 3
a\u000a)	0 2 3
a\u000a.	0 2 3
a\u000a"	0 2 3
a\u000a$	0 2 3
a\u000a\u4e2d	0 2 3
a\u000a\u0301	0 2 3
a\u000a\u3099	0 2 3
a\u000a\u0964	0 2 3
a\u000da	0 2 3
a\u000d1	0 2 3
a\u000d\u0020	0 2 3
a\u000d\u000a	0 3
a\u000d\u000d	0 2 3
a\u000d\u00a0	0 2 3
a\u000d\u200d	0 3
a\u000d-	0 2 3
a\u000d(	0 2 3
a\u000d)	0 2 3
a\u000d.	0 2 3
a\u000d"	0 2 3
a\u000d$	0 2 3
a\u000d\u4e2d	0 2 3
a\u000d\u3099	0 2 3
a\u000d\u0964	0 2 3
a\u00a0a	0 3
a\u00a01	0 3
a\u00a0\u000a	0 3
a\u00a0\u000d	0 3
a\u00a0\u00a0	0 3
a\u00a0\u200d	0 3
a\u00a0-	0 3
a\u00a0(	0 3
a\u00a0)	0 3
a\u00a0.	0 3
a\u00a0"	0 3
a\u00a0$	0 3
a\u00a0\u0301	0 3
a\u00a0\u3099	0 3
a\u00a0\u0964	0 2 3
a\u200da	0 3
a\u200d1	0 3
a\u200d\u0020	0 3
a\u200d\u000a	0 3
a\u200d\u000d	0 3
a\u200d\u00a0	0 3
a\u200d\u200d	0 3
a\u200d-	0 3
a\u200d(	0 2 3
a\u200d)	0 3
a\u200d.	0 3
a\u200d"	0 3
a\u200d$	0 3
a\u200d\u4e2d	0 2 3
a\u200d\u0301	0 3
a\u200d\u3099	0 3
a\u200d\u0964	0 2 3
a-	0 2
a-a	0 2 3
a-\u0020	0 3
a-\u000a	0 3
a-\u000d	0 3
a-\u00a0	0 3
a-\u200d	0 3
a--	0 3
a-)	0 2 3
a-.	0 2 3
a-"	0 2 3
a-\u4e2d	0 2 3
a-\u0301	0 3
a-\u3099	0 3
a-\u0964	0 2 3
a(a	0 1 3
a(\u000d	0 1 3
a(\u200d	0 1 3
a(\u4e2d	0 1 3
a(\u0301	0 1 3
a(\u0964	0 1 2 3
a)	0 2
a)a	0 2 3
a)1	0 2 3
a)\u0020	0 3
a)\u000a	0 3
a)\u000d	0 3
a)\u00a0	0 3
a)\u200d	0 3
a)-	0 2 3
a)(	0 2 3
a))	0 3
a).	0 3
a)"	0 3
a)$	0 3
a)\u4e2d	0 2 3
a)\u0301	0 3
a)\u3099	0 3
a)\u0964	0 2 3
a.	0 2
a.a	0 2 3
a.\u0020	0 3
a.\u000a	0 3
a.\u000d	0 3
a.\u00a0	0 3
a.\u200d	0 3
a.-	0 2 3
a.(	0 2 3
a.)	0 3
a..	0 3
a."	0 3
a.\u4e2d	0 2 3
a.\u0301	0 3
a.\u3099	0 3
a.\u0964	0 2 3
a"	0 2
a"a	0 2 3
a"1	0 2 3
a"\u0020	0 3
a"\u000a	0 3
a"\u000d	0 3
a"\u00a0	0 3
a"\u200d	0 3
a"-	0 2 3
a".	0 3
a""	0 3
a"$	0 3
a"\u4e2d	0 2 3
a"\u0301	0 3
a"\u3099	0 3
a"\u0964	0 2 3
a$a	0 3
a$\u0020	0 3
a$\u000a	0 3
a$\u000d	0 3
a$\u00a0	0 3
a$\u200d	0 3
a$)	0 3
a$.	0 3
